,class,xbox,ybox,width,height,onpixel,xbar,ybar,xvar,yvar,xycorr,x2ybar,xy2bar,xedge,xedgeycorr,yedge,yedgexcorr
13817,13,5,9,7,6,7,7,6,6,4,7,6,8,4,10,8,11
13818,24,3,9,4,6,2,3,7,7,2,7,7,11,4,8,3,10
13819,4,3,8,4,6,2,7,6,7,8,6,6,8,1,8,6,11
13820,7,2,4,4,3,2,8,2,2,1,7,2,8,2,7,3,6
13821,10,7,11,7,6,3,4,8,3,9,9,11,10,4,11,4,5
13822,11,1,0,1,0,0,7,7,6,4,7,6,8,2,8,3,8
13823,22,5,8,6,9,6,8,6,7,3,9,7,10,3,8,6,7
13824,3,5,5,6,4,5,7,9,5,4,7,4,8,6,9,4,6
13825,8,4,11,5,8,3,7,8,2,6,14,5,8,1,8,1,8
13826,14,7,11,7,8,5,6,6,6,7,13,8,13,4,9,4,6
13827,5,4,8,6,6,8,8,8,3,3,7,6,7,3,7,13,4
13828,4,6,11,7,8,6,6,6,6,5,5,6,10,2,9,4,8
13829,0,4,8,5,6,4,6,11,2,7,11,9,5,2,11,3,4
13830,8,4,10,6,7,3,7,6,3,5,15,7,11,1,6,1,7
13831,24,5,6,7,4,5,6,7,1,6,10,7,10,3,8,3,8
13832,22,4,7,4,9,4,7,7,6,3,8,8,10,3,9,6,8
13833,6,5,10,5,8,4,6,9,9,8,7,5,7,2,8,9,10
13834,2,5,9,5,4,3,8,7,3,6,10,5,7,5,8,7,6
13835,23,6,7,6,5,3,3,8,5,7,10,10,9,3,9,2,6
13836,5,3,7,4,5,2,7,5,6,9,4,6,9,0,9,9,8
13837,10,3,9,4,7,3,7,7,4,4,7,6,8,2,8,4,8
13838,16,5,7,5,5,4,6,10,4,3,8,7,6,6,12,3,6
13839,25,9,10,7,14,6,8,7,4,2,12,6,8,3,9,13,6
13840,2,2,3,4,2,2,9,7,4,6,10,4,6,2,8,3,8
13841,15,2,1,3,2,2,6,8,6,5,7,6,8,3,8,3,8
13842,24,1,1,2,1,0,4,6,6,2,7,6,11,3,8,2,10
13843,18,2,5,4,3,2,7,10,3,4,12,5,3,1,10,2,8
13844,23,6,10,6,8,3,7,3,15,6,7,13,8,3,9,0,8
13845,16,7,8,9,7,11,7,8,5,5,6,5,8,10,10,9,7
13846,22,4,7,6,7,3,9,6,8,7,7,5,10,3,8,4,8
13847,4,3,9,4,7,2,7,6,8,7,6,6,10,2,7,5,10
13848,1,6,10,6,6,3,8,8,3,5,13,4,5,2,9,5,11
13849,1,1,6,3,4,3,8,7,2,4,8,5,5,3,9,4,5
13850,21,5,7,5,5,2,3,10,2,7,11,11,6,1,11,2,5
13851,4,5,10,6,7,4,6,7,7,7,9,8,11,2,8,5,9
13852,24,2,4,4,3,2,7,7,1,7,10,5,9,3,8,3,8
13853,7,2,1,4,2,1,9,2,2,1,8,2,8,2,6,2,7
13854,14,4,9,4,4,3,7,7,4,3,9,8,10,3,9,8,10
13855,16,9,11,9,6,5,1,10,3,4,11,12,9,8,11,1,5
13856,22,5,10,7,9,4,9,9,8,6,5,9,9,3,7,5,9
13857,10,4,7,6,5,5,7,8,2,6,7,6,8,4,8,5,8
13858,24,4,5,5,4,5,8,7,2,4,8,3,8,4,4,3,9
13859,4,4,8,6,7,6,7,8,5,3,7,6,9,6,11,8,10
13860,1,1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8
13861,0,3,4,3,3,1,5,12,3,6,11,9,4,1,11,2,5
13862,10,5,5,6,7,2,7,7,5,4,7,6,8,3,8,4,8
13863,8,2,8,3,6,2,12,3,7,3,13,5,11,1,6,0,8
13864,25,4,9,6,6,4,7,8,2,10,12,7,8,1,9,6,8
13865,11,6,10,8,8,5,7,7,8,4,6,6,11,5,8,5,6
13866,19,3,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7
13867,3,4,7,6,5,4,12,7,3,5,10,0,4,5,9,1,7
13868,24,8,12,7,7,3,7,7,3,6,9,6,8,6,8,4,7
13869,25,4,8,6,6,6,8,8,3,8,7,7,7,1,8,9,8
13870,14,3,4,5,7,2,5,8,7,10,6,7,12,1,7,4,8
13871,11,4,4,6,6,2,8,7,8,8,7,6,9,3,8,4,8
13872,21,3,5,5,8,6,7,11,3,3,7,8,9,3,11,7,5
13873,12,6,10,9,7,8,9,8,6,6,8,5,7,5,9,6,12
13874,0,4,6,5,4,2,5,11,2,8,11,9,5,1,11,2,4
13875,21,3,9,4,7,2,6,11,0,4,8,11,8,0,10,0,8
13876,16,8,11,8,8,7,6,10,4,3,8,7,6,11,12,4,4
13877,14,2,4,3,3,1,4,8,4,7,10,9,13,1,8,2,7
13878,4,6,10,8,8,8,9,8,6,3,5,7,10,9,8,5,9
13879,18,3,7,4,4,2,4,13,8,1,11,6,3,1,10,4,8
13880,2,6,10,8,8,6,7,7,5,6,7,6,8,7,7,3,8
13881,14,5,5,6,7,2,5,7,6,11,7,6,14,1,8,4,9
13882,20,3,8,5,6,2,6,9,4,1,8,12,8,2,10,0,8
13883,8,3,10,4,8,3,13,3,7,4,13,3,10,1,6,0,8
13884,9,5,9,8,6,10,7,7,3,2,7,4,8,15,6,3,7
13885,9,7,9,10,7,8,12,5,3,5,9,2,5,10,5,2,8
13886,7,2,4,4,3,2,11,2,2,2,9,2,9,2,6,1,8
13887,1,2,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8
13888,24,2,3,4,2,2,6,7,2,6,10,7,10,3,8,2,8
13889,7,3,8,5,6,3,10,3,2,3,9,1,8,2,6,2,8
13890,22,5,5,6,8,3,8,6,8,8,5,5,8,3,8,4,8
13891,21,2,3,4,4,2,7,10,1,7,7,11,8,1,11,2,8
13892,10,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,8
13893,11,2,1,2,2,1,7,7,7,4,7,6,8,2,8,3,8
13894,14,5,11,6,8,2,5,7,7,11,7,6,13,1,9,4,8
13895,18,6,9,8,6,4,9,9,4,6,13,4,2,1,10,4,9
13896,25,3,4,5,3,2,7,8,2,9,11,6,8,1,9,5,8
13897,17,3,5,4,4,3,7,8,4,6,7,6,8,2,8,7,10
13898,19,3,6,4,5,4,5,8,4,3,7,6,9,4,10,8,11
13899,24,5,4,5,6,2,4,9,8,2,7,4,11,4,8,3,10
13900,20,4,8,6,6,7,8,5,5,2,8,8,8,7,9,4,8
13901,2,4,10,6,7,4,11,6,3,7,11,3,7,4,7,4,9
13902,22,4,5,5,7,3,8,7,8,6,6,7,9,3,8,5,9
13903,1,1,7,2,5,1,7,7,0,7,13,6,8,0,8,1,8
13904,16,12,14,12,8,5,1,10,4,2,11,12,9,8,10,0,7
13905,15,4,8,5,6,4,7,8,8,4,7,5,6,3,6,7,9
13906,3,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
13907,1,3,6,4,4,2,6,9,0,6,13,7,7,0,8,1,7
13908,1,1,6,3,4,3,10,6,1,4,8,5,5,3,8,5,6
13909,12,5,11,5,8,6,6,8,9,5,7,6,8,3,8,5,12
13910,24,5,9,5,4,3,6,7,2,5,10,6,9,5,8,3,7
13911,7,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8
13912,25,3,5,5,8,4,12,4,2,5,9,3,7,1,8,5,10
13913,20,6,10,5,8,3,4,11,2,4,9,11,7,3,9,1,8
13914,25,2,5,4,4,2,7,7,2,10,11,6,8,1,8,6,7
13915,15,3,6,4,4,4,7,7,5,6,7,6,9,3,8,3,8
13916,14,3,6,4,4,1,5,7,7,10,6,6,13,1,8,4,8
13917,9,3,6,5,4,5,10,5,2,2,8,4,8,5,7,2,6
13918,6,3,7,5,5,5,7,8,7,5,7,6,6,2,8,6,9
13919,12,5,9,7,7,8,5,8,4,5,6,5,9,7,6,10,7
13920,3,6,9,5,4,2,6,9,4,5,4,4,10,5,10,2,8
13921,0,4,5,5,4,2,5,12,3,8,11,9,4,1,11,2,4
13922,24,7,12,7,6,3,5,8,3,7,9,9,10,6,8,3,7
13923,13,4,11,7,8,8,9,7,1,5,9,5,5,5,10,6,5
13924,11,5,10,7,8,3,8,7,8,8,7,6,9,3,8,4,8
13925,7,2,1,3,1,1,7,4,2,0,7,2,8,2,7,1,7
13926,17,1,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8
13927,24,4,8,6,6,4,6,7,2,6,10,7,10,3,8,3,8
13928,2,3,4,4,3,3,6,7,6,6,7,6,5,2,8,3,7
13929,11,6,11,6,8,7,8,6,8,4,9,4,8,3,8,3,8
13930,9,2,1,3,2,1,8,6,10,1,6,9,8,7,5,0,8
13931,18,4,10,5,8,4,4,12,6,5,12,9,3,1,10,4,6
13932,1,6,7,8,8,7,8,8,4,5,6,6,7,3,8,10,10
13933,6,4,8,6,6,5,7,7,6,6,9,6,6,3,8,7,8
13934,20,2,1,4,2,1,5,12,3,3,9,11,8,2,11,1,8
13935,24,2,3,3,1,2,6,7,4,7,7,6,11,3,8,4,9
13936,2,3,2,4,3,2,8,7,7,7,7,6,4,2,8,3,7
13937,12,3,6,5,4,5,7,8,3,4,6,6,9,6,9,7,6
13938,23,2,0,2,0,0,7,5,10,4,7,13,8,3,10,0,8
13939,12,4,5,6,4,3,9,7,2,6,10,3,6,2,7,3,10
13940,15,4,5,5,3,4,7,8,6,6,7,6,8,3,8,3,7
13941,7,4,9,6,6,5,10,3,1,2,7,3,9,5,5,3,7
13942,6,2,4,3,2,2,8,8,3,5,10,5,6,2,8,5,9
13943,1,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
13944,20,4,4,5,3,2,5,12,2,3,8,10,7,2,10,1,8
13945,23,2,3,3,1,1,6,9,5,6,6,9,9,3,10,1,7
13946,15,4,9,5,6,2,7,9,15,2,7,3,8,3,8,0,8
13947,20,6,7,6,5,3,4,12,3,3,9,11,7,3,9,1,7
13948,7,2,4,4,3,2,7,2,2,2,7,2,8,2,6,3,7
13949,13,3,5,5,4,2,7,9,2,6,13,6,5,4,10,3,7
13950,25,3,6,4,4,3,6,8,5,10,7,7,10,1,9,7,8
13951,9,3,5,6,4,4,9,6,2,4,9,4,6,8,5,2,8
13952,5,5,10,6,7,4,7,8,3,7,10,7,7,3,7,5,6
13953,19,3,6,4,4,4,8,7,5,3,7,6,9,4,8,7,9
13954,17,5,9,5,5,3,7,5,3,5,12,7,11,3,8,6,9
13955,22,3,9,5,8,3,8,7,8,5,6,6,9,3,8,5,9
13956,20,3,8,5,6,2,5,11,3,4,10,12,8,3,10,1,8
13957,6,4,10,6,7,5,11,6,3,8,10,3,7,2,8,5,12
13958,9,3,4,5,3,3,8,6,3,4,9,6,8,6,5,2,8
13959,13,4,7,6,5,3,7,10,3,5,13,6,5,2,10,2,7
13960,16,4,9,6,7,9,8,7,5,1,7,6,8,10,11,3,9
13961,5,3,7,4,5,3,8,7,7,6,7,7,8,2,9,9,8
13962,3,5,7,8,5,4,11,7,3,5,11,0,4,5,9,1,7
13963,8,2,8,3,6,1,12,2,9,4,13,5,13,1,6,0,8
13964,19,6,14,5,8,4,8,7,4,4,11,5,9,3,9,8,11
13965,8,4,9,4,7,3,9,8,2,3,12,5,6,2,9,6,9
13966,10,3,6,4,4,2,7,7,4,4,7,6,8,3,8,4,8
13967,16,3,3,4,1,2,3,11,3,2,10,10,8,5,11,0,7
13968,21,5,10,8,7,4,8,10,1,8,5,12,8,1,11,2,8
13969,8,1,5,2,3,1,10,6,3,5,12,4,9,1,6,1,7
13970,5,3,9,4,7,2,8,8,6,9,5,5,5,0,7,9,8
13971,7,4,9,6,7,5,8,2,3,1,7,2,8,5,8,6,7
13972,20,9,13,9,7,4,6,10,4,3,8,8,5,5,12,3,9
13973,11,5,11,6,8,3,7,7,9,8,7,6,8,3,8,4,8
13974,15,5,9,6,7,6,6,8,7,5,7,5,7,3,7,7,10
13975,17,3,8,4,6,2,7,3,0,9,9,2,11,0,7,2,8
13976,18,4,6,4,8,3,4,11,10,3,10,6,4,1,10,4,8
13977,1,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8
13978,22,4,7,5,9,5,9,10,7,1,3,7,12,3,10,5,11
13979,22,8,9,10,8,9,8,4,4,4,8,4,11,6,6,8,7
13980,2,5,10,5,5,3,7,7,4,6,9,6,6,5,9,7,5
13981,20,4,9,5,7,4,9,11,2,3,4,10,8,3,10,2,8
13982,3,4,10,4,8,5,8,7,12,1,6,6,7,6,8,1,10
13983,24,4,11,4,8,2,4,7,8,2,6,4,11,4,8,2,11
13984,5,4,8,4,6,2,7,6,5,9,5,6,9,0,8,9,8
13985,15,4,7,6,5,5,7,8,5,6,8,6,8,6,7,5,9
13986,1,4,8,5,6,3,7,6,2,6,7,6,8,0,9,4,8
13987,22,4,7,6,9,6,9,8,6,3,4,8,10,4,8,7,11
13988,8,2,6,3,4,1,9,7,1,6,14,4,8,0,7,0,8
13989,12,4,5,5,4,3,8,7,5,6,6,5,6,3,7,6,9
13990,12,2,1,3,1,2,7,7,4,5,6,5,7,2,6,4,8
13991,1,2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8
13992,22,4,7,5,9,5,7,10,3,4,7,10,11,3,9,7,7
13993,12,2,1,3,2,2,7,8,4,5,7,5,6,5,6,4,8
13994,12,4,7,6,5,5,8,7,7,6,8,6,8,3,8,6,11
13995,21,2,3,2,2,1,5,10,1,6,10,9,6,1,11,2,5
13996,0,5,7,5,5,3,6,11,2,6,11,9,5,2,11,2,5
13997,20,3,8,5,6,1,6,8,4,3,8,14,8,3,10,0,8
13998,2,4,8,4,6,4,5,7,9,6,6,5,5,2,8,3,8
13999,16,3,1,5,1,2,6,11,3,2,7,9,9,6,11,0,8
14000,9,5,9,7,6,6,4,7,3,4,10,10,10,7,5,2,7
14001,10,3,6,5,4,3,8,7,4,9,6,6,8,3,8,6,8
14002,9,5,11,9,8,12,7,5,3,2,7,5,8,14,6,4,7
14003,1,6,10,5,6,3,10,6,4,6,14,3,6,2,9,4,11
14004,25,5,8,7,6,6,9,9,5,4,7,5,7,3,8,9,5
14005,12,7,11,9,8,9,8,9,7,4,8,5,6,5,8,8,12
14006,14,2,3,3,4,1,5,7,6,8,7,6,13,1,8,4,9
14007,19,5,10,4,5,3,9,6,3,4,11,5,9,3,9,8,12
14008,4,7,14,6,8,5,7,6,3,3,8,6,9,4,9,9,7
14009,12,4,7,6,5,6,8,8,7,3,8,5,6,4,7,7,9
14010,21,7,9,8,7,4,2,10,3,7,12,12,7,1,11,2,5
14011,3,4,7,6,5,3,8,7,7,6,6,6,4,6,9,2,5
14012,15,2,1,3,3,2,8,7,6,6,7,6,8,3,8,3,7
14013,3,2,2,3,3,2,7,8,5,5,7,6,6,5,9,2,5
14014,3,4,7,6,5,4,11,7,3,5,10,1,4,5,9,1,7
14015,7,4,11,6,8,3,7,4,3,2,6,1,8,3,6,3,8
14016,19,3,9,5,6,4,7,7,6,9,8,8,9,3,8,6,8
14017,19,4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,9
14018,0,5,10,5,8,4,6,11,4,6,11,9,5,4,11,4,4
14019,0,6,13,6,7,4,7,9,2,7,12,6,6,2,9,5,5
14020,5,10,15,8,8,4,9,3,4,5,10,2,9,4,5,6,10
14021,0,6,8,8,7,7,6,8,6,6,7,8,7,4,11,9,8
14022,11,5,10,5,8,4,7,7,8,5,9,8,8,3,8,3,8
14023,2,4,7,6,5,4,9,7,5,7,10,4,5,3,8,3,8
14024,21,4,9,6,6,4,10,10,1,7,3,11,8,1,11,2,9
14025,4,6,10,8,8,8,7,9,6,3,6,5,10,5,7,8,7
14026,1,1,8,0,6,0,7,7,4,4,7,6,8,0,8,0,8
14027,18,5,11,5,6,3,9,9,4,3,12,5,4,4,11,5,6
14028,24,5,4,5,6,2,4,8,8,2,7,5,11,4,8,2,11
14029,6,5,10,7,8,6,9,7,7,6,6,6,5,3,9,9,11
14030,20,3,4,5,6,1,8,8,4,3,7,14,8,3,10,0,8
14031,3,6,11,9,8,6,7,9,2,4,9,6,7,6,8,1,8
14032,7,4,10,7,8,5,11,3,1,2,8,2,9,6,4,3,8
14033,10,2,6,4,4,2,7,7,4,8,6,6,10,3,8,6,8
14034,19,3,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7
14035,11,4,9,4,7,4,7,7,7,3,9,7,8,3,8,3,7
14036,10,4,9,6,7,4,9,7,0,8,9,4,8,2,8,3,8
14037,10,5,9,6,5,3,9,7,2,7,11,5,7,4,11,3,8
14038,9,7,8,9,7,10,8,8,4,4,7,6,7,10,9,6,3
14039,24,2,3,4,1,2,4,9,2,6,10,9,10,3,8,2,6
14040,23,4,5,5,3,2,6,8,6,8,7,10,9,3,9,1,8
14041,13,2,3,4,2,1,5,11,2,5,13,7,5,1,9,1,7
14042,6,1,1,2,2,1,7,7,8,5,7,6,7,2,8,7,9
14043,13,4,11,5,8,5,5,10,3,5,10,10,6,2,10,3,6
14044,4,4,9,6,7,6,7,7,6,2,7,6,11,4,8,8,8
14045,9,5,9,5,6,3,7,7,12,2,8,9,8,8,6,0,8
14046,12,3,6,5,4,5,5,7,3,4,7,6,9,5,10,7,5
14047,21,4,5,5,7,7,9,8,5,3,6,8,8,7,11,7,4
14048,20,3,3,4,1,1,5,13,3,2,9,11,7,2,11,1,8
14049,16,3,4,4,3,3,5,11,2,2,8,9,9,6,11,0,8
14050,15,4,7,6,5,7,8,8,4,3,6,7,7,7,9,7,7
14051,24,4,8,6,6,4,5,6,1,7,10,9,11,4,7,4,7
14052,17,4,8,5,6,3,3,5,2,9,3,1,9,0,7,1,5
14053,19,3,7,4,5,4,8,7,4,8,7,7,8,2,8,6,10
14054,5,3,1,3,3,2,8,7,6,5,7,6,8,2,9,9,8
14055,6,6,10,6,8,5,6,5,9,7,6,7,6,2,8,10,10
14056,13,4,8,4,6,3,1,11,4,6,11,10,9,0,8,2,7
14057,15,6,7,8,5,6,10,6,3,6,10,3,7,4,7,4,9
14058,10,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
14059,3,5,10,7,7,4,10,7,3,5,10,2,5,6,9,1,7
14060,17,6,11,6,6,4,8,4,3,4,12,7,11,3,9,6,9
14061,0,2,7,3,5,2,9,12,0,5,6,10,8,0,8,0,8
14062,19,5,8,7,6,5,4,9,2,8,10,8,9,3,9,4,6
14063,16,2,0,2,1,1,7,8,3,0,7,8,8,6,10,0,8
14064,5,3,4,4,3,2,6,8,3,7,10,8,8,1,8,5,5
14065,20,3,8,5,6,1,8,8,4,3,6,14,8,3,10,0,8
14066,25,7,7,5,10,5,9,4,4,3,11,6,9,3,9,11,8
14067,0,4,7,6,5,6,7,7,4,5,7,6,9,5,8,5,7
14068,18,5,11,7,8,6,8,9,5,4,12,5,4,2,10,3,8
14069,11,2,4,3,3,2,8,7,6,4,9,5,8,2,8,2,8
14070,9,5,8,6,6,3,8,7,12,2,6,9,8,9,6,0,8
14071,6,3,8,5,6,5,7,7,6,6,6,6,6,2,8,6,9
14072,14,4,8,5,6,3,6,8,8,8,9,8,13,2,10,4,9
14073,19,4,5,5,8,3,3,8,6,12,7,5,15,0,8,7,7
14074,21,4,6,4,4,2,4,10,2,7,11,11,6,1,10,2,4
14075,17,4,9,6,7,3,6,3,1,9,8,2,11,0,7,2,8
14076,10,4,9,5,4,2,6,8,1,7,11,6,8,3,7,4,6
14077,20,3,5,4,3,1,4,12,4,3,10,11,7,3,10,1,8
14078,20,1,0,2,0,0,8,9,3,2,6,12,8,2,10,0,8
14079,23,4,4,5,3,2,4,9,5,7,11,10,9,3,9,2,7
14080,8,3,8,4,6,3,10,7,0,7,11,3,6,0,7,1,7
14081,17,3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8
14082,22,2,2,3,3,2,8,8,5,2,7,8,10,2,9,4,9
14083,2,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8
14084,2,2,3,3,2,2,9,7,4,6,10,4,6,2,8,2,8
14085,10,5,9,8,7,5,3,8,1,8,10,11,10,2,9,3,5
14086,18,4,8,5,5,2,4,14,8,1,11,6,3,1,10,4,8
14087,8,2,5,4,4,2,7,7,3,6,15,7,10,1,6,1,7
14088,16,9,10,9,5,4,6,11,2,3,8,10,7,8,12,1,7
14089,11,4,9,5,6,4,7,7,8,6,7,3,8,3,8,3,8
14090,23,4,8,6,6,4,5,9,5,6,7,9,10,3,9,1,8
14091,21,5,8,5,6,3,3,10,2,7,11,11,6,1,11,2,5
14092,19,7,11,10,8,8,7,7,2,8,11,7,9,3,8,5,8
14093,11,5,11,6,8,4,7,8,8,5,10,8,7,4,7,5,9
14094,3,10,13,12,7,5,3,11,6,3,14,12,9,6,9,0,8
14095,2,4,11,6,8,5,8,7,6,8,7,6,5,6,8,3,7
14096,23,4,7,6,5,3,6,9,6,8,8,10,9,3,9,1,8
14097,1,1,11,0,8,0,7,7,4,4,7,6,8,0,8,0,8
14098,6,5,10,6,7,6,8,7,6,7,7,6,5,2,8,7,10
14099,10,4,6,5,8,2,7,7,4,4,7,6,8,3,8,4,8
14100,13,4,10,4,8,3,1,13,4,4,12,10,6,0,8,2,6
14101,14,5,8,5,6,4,6,7,6,6,12,8,11,2,11,4,7
14102,2,3,8,5,6,4,8,8,4,5,9,5,4,3,8,3,7
14103,10,5,9,6,8,7,7,8,1,5,7,6,8,3,6,8,8
14104,13,3,5,4,4,2,5,10,4,6,10,9,6,1,10,4,6
14105,10,3,1,4,3,2,7,7,3,9,6,6,8,2,8,6,8
14106,17,2,7,3,5,2,5,5,2,8,3,2,7,0,7,1,6
14107,21,4,10,6,8,3,6,10,2,2,7,12,8,1,11,0,8
14108,14,7,9,5,5,2,7,9,6,7,12,7,8,1,8,6,9
14109,23,7,9,8,6,4,4,8,6,8,10,10,9,3,9,2,5
14110,12,4,9,6,7,4,10,7,3,5,11,2,6,3,7,4,10
14111,13,2,7,4,5,3,5,10,2,6,10,9,6,1,10,3,7
14112,3,8,14,9,8,4,4,10,6,4,14,12,9,6,9,0,9
14113,25,6,9,8,7,6,6,9,2,9,11,8,7,3,11,7,7
14114,17,5,7,7,5,5,6,6,8,6,5,6,9,2,8,4,10
14115,24,6,11,9,8,7,2,9,2,7,10,12,12,5,6,4,4
14116,24,4,9,5,7,5,5,6,3,6,6,6,10,3,8,5,10
14117,10,3,6,4,5,4,7,8,2,5,8,6,8,2,7,6,7
14118,5,4,7,5,5,3,7,7,4,8,11,8,8,2,10,5,6
14119,9,5,9,6,7,6,8,6,6,5,6,7,8,8,6,2,7
14120,24,5,11,7,8,9,7,6,3,5,6,6,8,7,7,7,7
14121,20,3,5,5,7,2,8,8,4,3,7,14,8,3,9,0,8
14122,8,2,10,3,8,2,9,6,2,6,11,3,8,1,6,2,6
14123,19,4,7,5,5,3,7,8,2,8,11,6,8,2,8,5,8
14124,25,3,5,5,4,3,8,7,2,9,12,6,9,1,8,5,7
14125,13,3,9,5,7,3,4,11,3,6,11,10,5,1,10,2,5
14126,14,6,10,9,7,6,7,8,8,6,5,6,13,5,8,4,7
14127,1,2,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8
14128,17,1,0,2,1,0,2,1,6,4,0,3,4,0,8,0,8
14129,16,10,12,10,7,5,2,8,3,3,10,11,9,9,10,1,6
14130,3,2,5,4,4,2,7,9,2,4,10,6,7,5,8,1,7
14131,21,3,4,4,3,2,4,10,1,7,10,10,6,2,10,3,3
14132,23,3,6,4,4,1,8,5,13,5,7,14,8,3,9,0,8
14133,25,2,5,2,4,2,7,7,5,8,6,6,8,2,8,7,8
14134,24,3,4,5,3,2,8,6,1,6,10,5,9,3,8,3,9
14135,16,7,8,7,6,6,5,11,3,3,9,7,7,8,11,3,5
14136,6,3,6,4,4,4,8,7,5,5,9,6,6,2,8,4,7
14137,5,6,9,8,7,11,7,6,4,2,8,5,8,3,8,13,4
14138,17,1,0,1,0,0,2,2,5,4,1,2,6,0,8,0,8
14139,17,3,10,5,8,4,7,4,2,7,7,2,9,1,6,3,8
14140,18,4,8,6,6,4,8,8,2,6,13,5,5,2,9,3,9
14141,3,2,4,4,3,2,8,8,2,4,10,5,6,4,9,1,6
14142,6,5,9,8,8,9,7,7,5,4,7,6,8,7,10,9,11
14143,0,2,3,3,2,1,7,11,3,6,7,11,8,2,11,1,8
14144,25,1,4,3,3,1,7,7,2,9,11,6,8,1,8,5,8
14145,17,3,4,3,6,1,0,1,6,6,0,0,6,0,8,0,8
14146,1,1,4,1,2,1,7,7,1,7,7,6,8,0,8,2,8
14147,5,4,7,5,5,3,6,8,3,6,10,7,8,2,8,4,6
14148,20,8,10,7,7,3,3,12,4,4,10,12,8,3,10,1,8
14149,6,1,3,3,2,2,8,6,2,5,10,5,7,2,8,3,9
14150,12,5,8,7,6,7,8,8,7,4,8,5,6,4,7,7,11
14151,0,3,7,4,5,2,5,13,3,6,12,9,4,1,11,2,4
14152,15,3,2,5,3,3,7,7,6,6,7,6,8,3,8,3,8
14153,21,3,6,4,4,2,4,10,1,6,9,10,5,1,11,3,4
14154,7,2,3,3,2,1,9,2,1,1,8,2,9,1,6,1,8
14155,24,6,9,9,7,6,2,8,3,7,11,12,12,4,7,4,5
14156,2,5,8,7,6,5,10,6,3,6,11,4,6,3,8,3,9
14157,1,1,8,0,6,1,7,7,5,3,7,6,8,0,8,0,8
14158,13,3,9,5,7,4,4,11,6,5,11,10,5,2,10,3,5
14159,22,5,9,5,4,3,8,5,4,7,10,5,9,3,8,9,10
14160,10,5,8,7,6,5,8,5,3,5,7,7,9,4,8,10,9
14161,6,3,6,4,4,4,6,6,7,5,6,6,7,2,9,7,10
14162,9,10,14,10,8,5,9,11,6,5,4,6,9,10,11,2,7
14163,10,5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8
14164,17,4,7,5,5,4,6,8,8,5,7,5,10,3,7,4,11
14165,22,3,4,4,6,2,8,8,8,6,6,6,9,3,8,4,9
14166,8,1,3,2,2,1,8,6,3,5,14,6,10,1,7,0,7
14167,0,3,8,4,6,3,5,11,2,7,8,11,8,2,11,1,7
14168,18,2,3,4,2,2,7,9,3,4,12,5,4,1,9,3,8
14169,20,9,15,8,8,4,6,11,6,4,10,10,4,5,12,3,9
14170,16,5,11,8,8,7,10,10,3,3,5,9,7,8,10,1,8
14171,12,3,8,4,6,4,5,11,7,3,8,4,9,2,6,5,11
14172,4,5,11,5,8,5,5,7,6,4,9,9,10,2,8,4,10
14173,19,4,7,5,5,4,6,7,7,9,8,8,10,3,8,6,8
14174,5,4,9,5,7,3,9,7,4,8,11,6,7,2,10,5,8
14175,14,6,8,6,6,3,4,9,6,9,13,10,10,1,9,3,7
14176,17,3,9,5,7,3,6,5,0,8,9,3,11,0,7,3,8
14177,21,3,7,5,5,2,7,11,1,8,6,12,8,1,11,2,8
14178,21,4,6,4,4,2,2,11,3,5,11,12,7,2,11,2,5
14179,11,3,6,4,4,2,7,6,8,5,7,5,9,3,8,3,8
14180,25,4,10,5,7,4,7,8,3,12,9,6,8,0,8,8,7
14181,4,8,9,10,8,11,7,8,6,3,7,7,9,9,10,9,9
14182,10,4,9,6,7,4,8,7,4,9,6,7,9,4,7,8,9
14183,3,6,10,8,7,5,11,8,3,6,10,0,3,5,9,1,7
14184,21,1,3,2,2,1,8,10,1,6,5,10,8,1,11,1,8
14185,12,4,8,5,6,4,8,7,5,6,8,5,8,3,6,6,11
14186,13,1,0,1,0,0,3,11,4,2,11,8,6,0,8,2,8
14187,16,3,1,4,2,2,8,11,2,2,6,9,8,6,11,0,7
14188,7,3,5,6,4,2,8,2,2,2,7,1,8,2,7,2,7
14189,18,2,1,2,2,1,5,9,3,4,9,8,4,1,9,3,7
14190,14,1,0,2,1,0,6,7,6,9,7,6,14,0,8,4,10
14191,2,2,0,2,1,1,6,7,8,7,7,6,6,2,8,3,8
14192,1,1,4,1,3,1,7,7,1,7,7,6,9,0,8,2,8
